Description,DescriptionDetails,Version,VersionNumber,Vendor,EnterpriseSupplierName,Format,StoresDownItemsDownDataAcross,Items,Brands,DistributionCenter,DCs,Stores,StoresSelected,DateRange,DateRangeSelected,Channel,RetailerArea,RetailerName,CustomerName,AddressBookNumber,Addressline1,AddressLine2,CustomerCity,CustomerStateCode,CustomerPostalCode,DC,UPC,BrandName,ProductDescription,ProductSize,UOM,ProductDivision,ProductSubDivision,ProductCategory,ProductSubCategory,ProductClass,CurrentYearQTY,PriorYearQTY,CurrentYearCost,PriorYearCost,YoYDollarChangePercent,YoYQtyChangePercent
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 261 LAC DELI/CH,107005,920 FOOTHILL BLVD,,LA CANADA,CA,910113338,CHN,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,36,$57.60,$86.40,-33.3 %,-33.3 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 410 GLDR DELI/CH,107145,655 S GRAND AVE,,GLENDORA,CA,917404139,CHN,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,48,$86.40,$115.20,-25.0 %,-25.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 403 EGL DELI/CH,107115,2245 YOSEMITE DR,,EAGLE ROCK,CA,900412618,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,60,48,$144.00,$115.20,25.0 %,25.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 261 LAC DELI/CH,107005,920 FOOTHILL BLVD,,LA CANADA,CA,910113338,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,12,$86.40,$28.80,200.0 %,200.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 407 ALH DELI/CH,107125,150 E MAIN ST STE 150,SUITE 150,ALHAMBRA,CA,918013548,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,0,$86.40,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 257 MONR DELI/CH,106975,432 W HUNTINGTON DR,,MONROVIA,CA,910163202,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,48,24,$115.20,$57.60,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 490 DOWNEY DELI,852065,12060 LAKEWOOD BLVD,,DOWNEY,CA,902422659,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,0,$86.40,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 438 W COV DELI/CH,828857,2630 E WORKMAN AVE STE 315A,SUITE 315A,WEST COVINA,CA,917911627,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,48,60,$115.20,$144.00,-20.0 %,-20.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 410 GLDR DELI/CH,107145,655 S GRAND AVE,,GLENDORA,CA,917404139,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,48,$86.40,$115.20,-25.0 %,-25.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 217 PSDNA DELI/CH,106538,39 N ROSEMEAD BLVD,,PASADENA,CA,911073805,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,24,$57.60,$57.60,0.0 %,0.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 467 CUDAHY DELI,848832,7925 ATLANTIC AVE,,CUDAHY,CA,902015710,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,72,$86.40,$172.80,-50.0 %,-50.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 403 EGL DELI/CH,107115,2245 YOSEMITE DR,,EAGLE ROCK,CA,900412618,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,96,48,$230.40,$115.20,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 217 PSDNA DELI/CH,106538,39 N ROSEMEAD BLVD,,PASADENA,CA,911073805,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,24,$57.60,$57.60,0.0 %,0.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 407 ALH DELI/CH,107125,150 E MAIN ST STE 150,SUITE 150,ALHAMBRA,CA,918013548,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,48,12,$115.20,$28.80,300.0 %,300.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 257 MONR DELI/CH,106975,432 W HUNTINGTON DR,,MONROVIA,CA,910163202,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,60,12,$144.00,$28.80,400.0 %,400.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 490 DOWNEY DELI,852065,12060 LAKEWOOD BLVD,,DOWNEY,CA,902422659,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,60,0,$144.00,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 438 W COV DELI/CH,828857,2630 E WORKMAN AVE STE 315A,SUITE 315A,WEST COVINA,CA,917911627,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,48,36,$115.20,$86.40,33.3 %,33.3 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 467 CUDAHY DELI,848832,7925 ATLANTIC AVE,,CUDAHY,CA,902015710,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,60,$57.60,$144.00,-60.0 %,-60.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 261 LAC DELI/CH,107005,920 FOOTHILL BLVD,,LA CANADA,CA,910113338,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,60,$86.40,$144.00,-40.0 %,-40.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Foothills CA (D52),SPROUTS/MPC 410 GLDR DELI/CH,107145,655 S GRAND AVE,,GLENDORA,CA,917404139,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,48,36,$115.20,$86.40,33.3 %,33.3 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 421 RDLN DELI/CH,107235,560 W STUART AVE,,REDLANDS,CA,923743029,CHN,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,48,36,$115.20,$86.40,33.3 %,33.3 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 281 UPLD DELI/CH,107075,847 W FOOTHILL BLVD,,UPLAND,CA,917863727,CHN,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,24,$86.40,$57.60,50.0 %,50.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 469 VCTRVL DELI,848923,12450 AMARGOSA RD UNIT 1,UNIT 1,VICTORVILLE,CA,923925447,CHN,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,36,$57.60,$86.40,-33.3 %,-33.3 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 450 RIALTO DELI,845679,1524 S RIVERSIDE AVE,,RIALTO,CA,923767706,CHN,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,24,$57.60,$57.60,0.0 %,0.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 423 RNCU DELI/CH,107245,6753 CARNELIAN ST,,RANCHO CUCAMONGA,CA,917014556,CHN,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$28.80,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 245 RNCH DELI/CH,106788,7355 DAY CREEK BLVD,,RANCHO CUCAMONGA,CA,917398014,CHN,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,0,$28.80,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 440 ESTVLE DELI/CH,840826,13984 LIMONITE AVE,,EASTVALE,CA,928809646,CHN,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,12,$28.80,$28.80,0.0 %,0.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 469 VCTRVL DELI PR,848930,12450 AMARGOSA RD UNIT 1,UNIT 1,VICTORVILLE,CA,923925447,CHN,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$28.80,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 429 FNTANA DELI/CH,827787,16964 S HIGHLAND AVE,,FONTANA,CA,923363464,CHN,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,36,$86.40,$86.40,0.0 %,0.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 429 FNTANA DELI/CH,827787,16964 S HIGHLAND AVE,,FONTANA,CA,923363464,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,24,$86.40,$57.60,50.0 %,50.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 469 VCTRVL DELI PR,848930,12450 AMARGOSA RD UNIT 1,UNIT 1,VICTORVILLE,CA,923925447,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$28.80,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 440 ESTVLE DELI/CH,840826,13984 LIMONITE AVE,,EASTVALE,CA,928809646,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,24,$28.80,$57.60,-50.0 %,-50.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 421 RDLN DELI/CH,107235,560 W STUART AVE,,REDLANDS,CA,923743029,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,48,48,$115.20,$115.20,0.0 %,0.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 281 UPLD DELI/CH,107075,847 W FOOTHILL BLVD,,UPLAND,CA,917863727,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,24,$86.40,$57.60,50.0 %,50.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 245 RNCH DELI/CH,106788,7355 DAY CREEK BLVD,,RANCHO CUCAMONGA,CA,917398014,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,0,$57.60,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 469 VCTRVL DELI,848923,12450 AMARGOSA RD UNIT 1,UNIT 1,VICTORVILLE,CA,923925447,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,36,$57.60,$86.40,-33.3 %,-33.3 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 450 RIALTO DELI,845679,1524 S RIVERSIDE AVE,,RIALTO,CA,923767706,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,24,$57.60,$57.60,0.0 %,0.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 423 RNCU DELI/CH,107245,6753 CARNELIAN ST,,RANCHO CUCAMONGA,CA,917014556,CHN,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,12,$28.80,$28.80,0.0 %,0.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 281 UPLD DELI/CH,107075,847 W FOOTHILL BLVD,,UPLAND,CA,917863727,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,24,$86.40,$57.60,50.0 %,50.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts SoCal,Sprouts Inland Empire (D44),SPROUTS/MPC 450 RIALTO DELI,845679,1524 S RIVERSIDE AVE,,RIALTO,CA,923767706,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,24,$57.60,$57.60,0.0 %,0.0 %
