Description,DescriptionDetails,Version,VersionNumber,Vendor,EnterpriseSupplierName,Format,StoresDownItemsDownDataAcross,Items,Brands,DistributionCenter,DCs,Stores,StoresSelected,DateRange,DateRangeSelected,Channel,RetailerArea,RetailerName,CustomerName,AddressBookNumber,Addressline1,AddressLine2,CustomerCity,CustomerStateCode,CustomerPostalCode,DC,UPC,BrandName,ProductDescription,ProductSize,UOM,ProductDivision,ProductSubDivision,ProductCategory,ProductSubCategory,ProductClass,CurrentYearQTY,PriorYearQTY,CurrentYearCost,PriorYearCost,YoYDollarChangePercent,YoYQtyChangePercent
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,All Other,Gobble Inc,GOBBLE INC SHIP,705597,90 STEMMERS LN,,WESTAMPTON,NJ,080605652,EMD,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,300,0,$720.00,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,All Other,Gobble Inc,GOBBLE INC SHIP,705597,90 STEMMERS LN,,WESTAMPTON,NJ,080605652,EMD,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,180,0,$432.00,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,All Other,Gobble Inc,GOBBLE INC  SHIP,151271,18675 MADRONE PKWY # 150,,MORGAN HILL,CA,950372868,NCA,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,180,0,$432.00,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,All Other,Manos Food And Wine Gifts,MANDOS SPOT LLC  SHIP,151400,2231 W LEDBETTER DR STE 250,,DALLAS,TX,752244742,DFW,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,0,$57.60,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,All Other,Manos Food And Wine Gifts,MANDOS SPOT LLC  SHIP,151400,2231 W LEDBETTER DR STE 250,,DALLAS,TX,752244742,DFW,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,48,0,$115.20,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,All Other,Manos Food And Wine Gifts,MANDOS SPOT LLC  SHIP,151400,2231 W LEDBETTER DR STE 250,,DALLAS,TX,752244742,DFW,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,0,$28.80,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,All Other,Yay Lunch Inc,YAY LUNCH INC CHI-RDH,704848,701 LOCUST RD,,WILMETTE,IL,600912217,ROM,611665900101,CLARAS KITCHEN,SANDWICH BREAKFAST BACON,4.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$26.40,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,DoorDash,DoorDash,DOOR DASH   DEN-6,700288,12508 E BRIARWOOD AVE UNIT 1H,,CENTENNIAL,CO,801126733,AUR,611665900118,CLARAS KITCHEN,SANDWICH BREAKFST CHORIZO,5.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$27.00,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,DoorDash,DoorDash,DOOR DASH DEN-3,700199,3449 CHAMBERS RD,,AURORA,CO,800111326,AUR,611665900118,CLARAS KITCHEN,SANDWICH BREAKFST CHORIZO,5.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$27.00,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,DoorDash,DoorDash,DOOR DASH       DET-2,702955,2732 & 2736 WASHTENAW AVE,,YPSILANTI,MI,48197,ROM,611665900101,CLARAS KITCHEN,SANDWICH BREAKFAST BACON,4.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$26.40,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,DoorDash,DoorDash,DOOR DASH    CHI-1,702205,1010 N HOOKER ST,,CHICAGO,IL,606424549,ROM,611665900101,CLARAS KITCHEN,SANDWICH BREAKFAST BACON,4.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$26.40,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,DoorDash,DoorDash,DOOR DASH   TOL-1,704893,3410 DORR ST,,TOLEDO,OH,436071106,ROM,611665900118,CLARAS KITCHEN,SANDWICH BREAKFST CHORIZO,5.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$26.40,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,DoorDash,DoorDash,DOOR DASH       DET-2,702955,2732 & 2736 WASHTENAW AVE,,YPSILANTI,MI,48197,ROM,611665900118,CLARAS KITCHEN,SANDWICH BREAKFST CHORIZO,5.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$26.40,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,INFRA NON-SA,Infra Non-Sa,THYME & SEASON FRZEN INFRA INA,006614,3040 WHITNEY AVE,,HAMDEN,CT,065182351,EMD,611665888027,CLARAS KITCHEN,WRAP BRKFST SAUSGE EGG CH,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$28.80,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,INFRA Northeast,Accord Market,ACCORD MARKET LLC SHIP INFRA,802761,37 MAIN ST,,ACCORD,NY,124045016,EMD,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,0,$28.80,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,INFRA Northeast,Main Steet Farm,MAIN STREET FARM INFRA,513498,36 MAIN ST,,LIVINGSTON MANOR,NY,127585151,EMD,611665888027,CLARAS KITCHEN,WRAP BRKFST SAUSGE EGG CH,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,0,$28.80,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,Single-Store Retailers,Kula Mkt Place-Perishable,KULA MKT PLACE-FROZEN,489724,105200 HALEA KALA HWY,,KULA,HI,96790,CHN,611665900101,CLARAS KITCHEN,SANDWICH BREAKFAST BACON,4.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,36,$0.00,$79.20,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,Single-Store Retailers,Kula Mkt Place-Perishable,KULA MKT PLACE-FROZEN,489724,105200 HALEA KALA HWY,,KULA,HI,96790,CHN,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,36,$0.00,$86.40,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,Single-Store Retailers,Kula Mkt Place-Perishable,KULA MKT PLACE-FROZEN,489724,105200 HALEA KALA HWY,,KULA,HI,96790,CHN,611665901054,CLARAS KITCHEN,BURRITO CHICKN CHEES BEAN,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,36,$0.00,$86.40,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Alternate Channel,Single-Store Retailers,Odd Provisions,ELEVENTH HOUSE LLC DBA ODD PRO,147403,3301 11TH ST NW,,WASHINGTON,DC,200102405,EMD,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,0,$28.80,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 162 MULR(ASTN)DELI,845735,1201 BARBARA JORDAN BLVD STE 7,SUITE 700,AUSTIN,TX,787233151,DFW,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,24,$0.00,$57.60,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 112 GRTHS DELI/CHC,105099,10225 RESEARCH BLVD STE 1000,#1000,AUSTIN,TX,787595750,DFW,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$28.80,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 110 RONDRK DELI/CH,105089,110 N INTERSTATE 35,,ROUND ROCK,TX,786815003,DFW,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,36,$28.80,$86.40,-66.7 %,-66.7 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 169 GEORGTOWN DELI,851890,4610 WILLIAMS DR STE 107,SUITE 107,GEORGETOWN,TX,786331300,DFW,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,0,$28.80,$0.00,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 161 SN ANTNIO DELI,844545,9702 STATE HIGHWAY 151,,SAN ANTONIO,TX,782514792,DFW,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,24,$0.00,$57.60,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 123 SNTNO DELI/CH,840392,22135 BULVERDE RD,,SAN ANTONIO,TX,782591849,DFW,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,36,$57.60,$86.40,-33.3 %,-33.3 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 117 LAMAR DELI/CH,105139,4006 S LAMAR BLVD,,AUSTIN,TX,787048802,DFW,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$28.80,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 125 AUSTIN DELI/CH,105199,6920 MENCHACA RD,,AUSTIN,TX,787455358,DFW,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,12,$28.80,$28.80,0.0 %,0.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 138 CEDRPK DELI/CH,105289,1530 CYPRESS CREEK RD,,CEDAR PARK,TX,786133608,DFW,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,12,$57.60,$28.80,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 118 CALAHN DELI/CH,105149,8101 CALLAGHAN RD,,SAN ANTONIO,TX,782304720,DFW,611665888010,CLARAS KITCHEN,WRAP BRKFST CHILE EGG CHS,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,24,$0.00,$57.60,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 123 SNTNO DELI/CH,840392,22135 BULVERDE RD,,SAN ANTONIO,TX,782591849,DFW,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,24,$28.80,$57.60,-50.0 %,-50.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 110 RONDRK DELI/CH,105089,110 N INTERSTATE 35,,ROUND ROCK,TX,786815003,DFW,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,36,$0.00,$86.40,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 162 MULR(ASTN)DELI,845735,1201 BARBARA JORDAN BLVD STE 7,SUITE 700,AUSTIN,TX,787233151,DFW,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,36,$0.00,$86.40,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 161 SN ANTNIO DELI,844545,9702 STATE HIGHWAY 151,,SAN ANTONIO,TX,782514792,DFW,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$28.80,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 138 CEDRPK DELI/CH,105289,1530 CYPRESS CREEK RD,,CEDAR PARK,TX,786133608,DFW,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,12,$57.60,$28.80,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 112 GRTHS DELI/CHC,105099,10225 RESEARCH BLVD STE 1000,#1000,AUSTIN,TX,787595750,DFW,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,12,$0.00,$28.80,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 125 AUSTIN DELI/CH,105199,6920 MENCHACA RD,,AUSTIN,TX,787455358,DFW,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,12,$57.60,$28.80,100.0 %,100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 118 CALAHN DELI/CH,105149,8101 CALLAGHAN RD,,SAN ANTONIO,TX,782304720,DFW,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,0,24,$0.00,$57.60,-100.0 %,-100.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 117 LAMAR DELI/CH,105139,4006 S LAMAR BLVD,,AUSTIN,TX,787048802,DFW,611665888119,CLARAS KITCHEN,BURRITO BRKFST CHORIZO,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,12,12,$28.80,$28.80,0.0 %,0.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 123 SNTNO DELI/CH,840392,22135 BULVERDE RD,,SAN ANTONIO,TX,782591849,DFW,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,36,36,$86.40,$86.40,0.0 %,0.0 %
Description,Shows units and cost for all items at all locations for Retailer Area selected for single calendar month with year-over-year change.,Version,3,Vendor,GALANT ENTERPRISES INC (02016427),Format,"Stores Down, Items Down, Data Across",Items, <ALL>,Distribution Center,All DC,Stores,ALL,Date Range,3/1/2025 to 3/31/2025,Chain Natural,Sprouts Central,Sprouts Austin (D11),SPROUTS/MPC 125 AUSTIN DELI/CH,105199,6920 MENCHACA RD,,AUSTIN,TX,787455358,DFW,611665901047,CLARAS KITCHEN,BURRITO BEAN CHEESE,8.000,OZ,FRESH,FRESH,DELI PREPARED FOODS,SANDWICHES,PREPACK,24,12,$57.60,$28.80,100.0 %,100.0 %
